"","site_code","site","plot","time.point","material","species","soil.vwc","soil.pH","moisturePercent.whc","moisturePercent.gwc","MAT","MAP","Elevation","Longitude","Latitude","soil.SIR","high.rep","moisture.trt","temp.trt","cumulativeCO2Flux_mgCpergramSL","perc_decomp_T1","perc_decomp_T2","moist_temp_resp_40_25","moist_temp_resp_80_25","moist_temp_resp_40_15","moist_temp_resp_80_15","ligninPercent","nitrogenPercent","carbonPercent","site_plot","site_time","material_site_time","material_time","inc_trt","K","r","rK_NA","Copiotroph","Oligotroph","CO_NA","r_K","C_O","copiotroph","oligotroph","CO.eggo","copio.genus","oligo.genus","CO.genus.eggo"
"1","L1119a","SERC",1,1,"litter","FAGR",22.46666667,4.58,41.99419768,30.37806809,13.6,1075,15,-76.55624626,38.89922421,5.320137746,FALSE,NA,NA,NA,0.212568925,NA,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-1","SERC-1","litterSERC-1","litter1","TNA_MNA","569","932","946","1021"," 119","1307",1.63796133567663,8.57983193277311,"707"," 30",23.5666666666667,"1717"," 399",4.30325814536341
"2","L1122","SERC",2,1,"litter","LITU",30.13333333,5.43,36.6515014,28.490589,13.6,1075,15,-76.55678514,38.89871357,5.207475254,FALSE,NA,NA,NA,0.547537345,0.865235607,NA,NA,NA,NA,15.02307692,2.041538462,48.79038462,"SERC-2","SERC-1","litterSERC-1","litter1","TNA_MNA"," 520","1346"," 581","1258"," 278"," 911",2.58846153846154,4.52517985611511,"945","160",5.90625,"1638"," 448",3.65625
"3","L1123a","SERC",3,1,"litter","FAGR",29.2,5.45,37.94078317,31.01509914,13.6,1075,15,-76.55771719,38.8981355,4.001777308,FALSE,NA,NA,NA,0.287694556,NA,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-3","SERC-1","litterSERC-1","litter1","TNA_MNA"," 673","1258"," 516","1088"," 194","1165",1.86924219910847,5.60824742268041,"835","175",4.77142857142857,"1800"," 389",4.62724935732648
"4","L1127a","SERC",4,1,"litter","ACRU",33.16666667,5.97,36.30993608,28.63147974,13.6,1075,15,-76.55790267,38.89693804,5.215046126,FALSE,NA,NA,NA,0.472461845,NA,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-4","SERC-1","litterSERC-1","litter1","TNA_MNA"," 256","1464"," 727","1008"," 123","1316",5.71875,8.19512195121951,"874"," 58",15.0689655172414,"1759"," 330",5.33030303030303
"5","L1151a","SERC",7,1,"litter","FAGR",23.5,4.45,31.20064402,23.82504025,13.6,1075,15,-76.55567094,38.8952141,4.19098673,FALSE,NA,NA,NA,0.149254963,NA,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-7","SERC-1","litterSERC-1","litter1","TNA_MNA"," 475","1325"," 647","1271"," 109","1067",2.78947368421053,11.6605504587156,"1078","  33",32.6666666666667,"1332"," 451",2.95343680709534
"6","L1153","SERC",8,1,"litter","LITU",31.6,5.48,39.66257732,29.04578374,13.6,1075,15,-76.55618099,38.89412723,6.538776456,FALSE,NA,NA,NA,0.426538364,0.557672746,50.28540283,48.25594341,15.1708777,24.34847102,15.02307692,2.041538462,48.79038462,"SERC-8","SERC-1","litterSERC-1","litter1","TNA_MNA"," 474","1224"," 749","1259"," 178","1010",2.58227848101266,7.07303370786517,"938","129",7.27131782945736,"1891"," 308",6.13961038961039
"7","L1168a","SERC",9,1,"litter","ACRU",34,4.83,42.87636396,30.41308729,13.6,1075,15,-76.55639034,38.89325803,4.540871993,TRUE,NA,NA,NA,0.465193,0.769634833,47.6368111,47.67289723,14.77362722,25.57550174,10.89166667,1.521666667,48.75666667,"SERC-9","SERC-1","litterSERC-1","litter1","TNA_MNA"," 415","1135"," 897"," 946"," 171","1330",2.73493975903614,5.53216374269006,"598"," 64",9.34375,"1764"," 393",4.48854961832061
"8","L1176a","SERC",10,1,"litter","FAGR",20.9,4.71,38.54498103,25.26739853,13.6,1075,15,-76.5571512,38.8927417,4.945373558,TRUE,NA,NA,NA,0.205907289,0.403052947,30.09068599,40.67289186,13.79630231,27.44269641,20.99888889,1.689444444,48.63,"SERC-10","SERC-1","litterSERC-1","litter1","TNA_MNA","547","999","901"," 928"," 168","1351",1.82632541133455,5.52380952380952,"623"," 72",8.65277777777778,"1724"," 423",4.07565011820331
"9","L1193a","SERC",11,1,"litter","ACRU",40.1,4.94,44.91414969,33.96729609,13.6,1075,15,-76.55690293,38.89219031,6.044080436,FALSE,NA,NA,NA,0.42736944,0.946121325,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-11","SERC-1","litterSERC-1","litter1","TNA_MNA"," 473","1588"," 386","1530","  66"," 851",3.35729386892178,23.1818181818182,"1294","  28",46.2142857142857,"1259"," 965",1.30466321243523
"10","L1199a","SERC",13,1,"litter","ACRU",33.9,5.1,33.00565236,27.08585248,13.6,1075,15,-76.55480418,38.89125864,4.417607575,FALSE,NA,NA,NA,0.458307018,0.884767973,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-13","SERC-1","litterSERC-1","litter1","TNA_MNA"," 541","1177"," 729","1070"," 136","1241",2.17560073937153,7.86764705882353,"766"," 52",14.7307692307692,"1773"," 378",4.69047619047619
"11","L1202a","SERC",14,1,"litter","FAGR",34.4,5.67,40.68798115,31.56980941,13.6,1075,15,-76.55568351,38.88966973,5.920830939,FALSE,NA,NA,NA,0.191465696,NA,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-14","SERC-1","litterSERC-1","litter1","TNA_MNA"," 411","1006","1030"," 883"," 352","1212",2.44768856447689,2.50852272727273,"732","109",6.71559633027523,"1685"," 383",4.39947780678851
"12","L1207a","SERC",16,1,"litter","ACRU",30.23333333,5.71,32.15773847,23.01973806,13.6,1075,15,-76.55665979,38.88790815,5.084518132,FALSE,NA,NA,NA,0.40251894,0.93642515,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-16","SERC-1","litterSERC-1","litter1","TNA_MNA"," 502","1222"," 723","1025"," 110","1312",2.43426294820717,9.31818181818182,"816"," 56",14.5714285714286,"1672"," 373",4.48257372654156
"13","L1211a","SERC",17,1,"litter","FAGR",24.8,4.78,35.96407419,25.91681616,13.6,1075,15,-76.56068474,38.88698377,3.894151551,FALSE,NA,NA,NA,0.123793314,NA,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-17","SERC-1","litterSERC-1","litter1","TNA_MNA"," 659","1392"," 396","1276","  88","1083",2.11229135053111,14.5,"1159","  57",20.3333333333333,"1644"," 326",5.04294478527607
"14","L1215a","SERC",18,1,"litter","ACRU",34.9,5.25,38.20042898,27.50649074,13.6,1075,15,-76.5602168,38.8866554,5.077994953,FALSE,NA,NA,NA,0.4267183,NA,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-18","SERC-1","litterSERC-1","litter1","TNA_MNA"," 829","1215"," 403","1081","  35","1331",1.46562123039807,30.8857142857143,"938"," 30",31.2666666666667,"1905"," 273",6.97802197802198
"15","L1216","SERC",19,1,"litter","LITU",38.93333333,6.54,36.97358458,28.12844298,13.6,1075,15,-76.55945326,38.88610565,6.126539391,FALSE,NA,NA,NA,0.618274496,0.813313452,39.65346461,44.6974156,17.25169004,19.8210703,15.02307692,2.041538462,48.79038462,"SERC-19","SERC-1","litterSERC-1","litter1","TNA_MNA","817","963","667","1174"," 219","1054",1.17870257037944,5.36073059360731,"689","179",3.84916201117318,"1860"," 357",5.21008403361345
"16","L1233a","SERC",20,1,"litter","FAGR",16.96666667,4.49,36.53492319,24.55320429,13.6,1075,15,-76.56112941,38.88562898,4.389189027,TRUE,NA,NA,NA,0.244493427,0.43812155,27.99466295,40.6405849,17.00022844,26.60768792,20.99888889,1.689444444,48.63,"SERC-20","SERC-1","litterSERC-1","litter1","TNA_MNA","1031","1038"," 378","1498"," 185"," 764",1.00678952473327,8.0972972972973,"794"," 89",8.92134831460674,"1731"," 407",4.25307125307125
"17","L1239","SERC",21,1,"litter","LITU",19.63333333,4.69,33.82059027,22.76632633,13.6,1075,15,-76.56181287,38.88611965,4.409133585,FALSE,NA,NA,NA,0.360182983,0.540045467,NA,NA,NA,NA,15.02307692,2.041538462,48.79038462,"SERC-21","SERC-1","litterSERC-1","litter1","TNA_MNA"," 661","1301"," 485","1364","  90"," 993",1.96822995461422,15.1555555555556,"802"," 54",14.8518518518519,"1802"," 338",5.33136094674556
"18","L123a","BART",20,1,"litter","FAGR",20.7,4.13,62.98978991,49.14695341,6.2,1325,232,-71.29084523,44.06029496,10.75668644,TRUE,NA,NA,NA,0.132059754,0.321248805,NA,NA,NA,NA,22.222,1.654,51.745,"BART-20","BART-1","litterBART-1","litter1","TNA_MNA"," 976","1384","  87","1384","   9","1054",1.41803278688525,153.777777777778,"1261","   7",180.142857142857,"1902"," 221",8.60633484162896
"19","L1242a","SERC",22,1,"litter","ACRU",40.7,5.4,65.05153696,55.62095937,13.6,1075,15,-76.56157371,38.88736249,12.03256643,FALSE,NA,NA,NA,0.349304129,NA,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-22","SERC-1","litterSERC-1","litter1","TNA_MNA"," 357","1096"," 994"," 856"," 154","1437",3.07002801120448,5.55844155844156,"634"," 79",8.0253164556962,"1770"," 375",4.72
"20","L1250a","SERC",24,1,"litter","FAGR",25.3,5.23,42.43184949,30.3151192,13.6,1075,15,-76.56293248,38.88898374,5.382236782,TRUE,NA,NA,NA,0.292159952,0.652153221,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-24","SERC-1","litterSERC-1","litter1","TNA_MNA","624","991","832"," 994"," 175","1278",1.58814102564103,5.68,"644"," 96",6.70833333333333,"1783"," 363",4.91184573002755
"21","L1270a","SERC",25,1,"litter","ACRU",25.5,4.97,33.41855036,26.96905978,13.6,1075,15,-76.56318397,38.88987665,4.642152566,TRUE,NA,NA,NA,0.401548576,0.69870361,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-25","SERC-1","litterSERC-1","litter1","TNA_MNA"," 563","1288"," 596","1264"," 135","1048",2.28774422735346,9.36296296296296,"1014","  39",26,"1571"," 413",3.80387409200969
"22","L1285a","SERC",27,1,"litter","FAGR",17.46666667,4.76,36.12617233,25.09711571,13.6,1075,15,-76.56345901,38.89161593,3.75106855,FALSE,NA,NA,NA,0.369594547,NA,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-27","SERC-1","litterSERC-1","litter1","TNA_MNA"," 670","1360"," 417","1546","  80"," 821",2.02985074626866,19.325,"1117","  50",22.34,"1635"," 418",3.91148325358852
"23","L1298a","SERC",28,1,"litter","ACRU",47.56666667,5.67,34.86681442,36.15461317,13.6,1075,15,-76.56357174,38.89193464,3.339788682,TRUE,NA,NA,NA,0.430485642,0.854965288,38.91426085,45.76042766,19.7717801,24.85246524,10.89166667,1.521666667,48.75666667,"SERC-28","SERC-1","litterSERC-1","litter1","TNA_MNA"," 566","1444"," 437","1238","  57","1152",2.55123674911661,21.719298245614,"837"," 37",22.6216216216216,"1667"," 430",3.87674418604651
"24","L1330a","SERC",36,1,"litter","FAGR",38.73333333,5.84,39.88952675,28.89856282,13.6,1075,15,-76.55916494,38.89669237,6.006608499,TRUE,NA,NA,NA,0.343813181,0.585654446,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-36","SERC-1","litterSERC-1","litter1","TNA_MNA"," 294","1417"," 736","1027"," 176","1244",4.81972789115646,5.83522727272727,"900"," 50",18,"1658"," 317",5.23028391167192
"25","L1358","TALL",5,1,"litter","PIPA",11.1,4.6,35.00383567,17.98174987,17.2,1383,135,-87.42573023,32.95089252,3.359572105,TRUE,NA,NA,NA,0.131037255,0.233070054,NA,NA,NA,NA,19.02933333,0.791666667,49.87233333,"TALL-5","TALL-1","litterTALL-1","litter1","TNA_MNA"," 788","1389"," 270","1486","  51"," 910",1.76269035532995,29.1372549019608,"1366","   3",455.333333333333,"1645"," 204",8.06372549019608
"26","L1391","TALL",6,1,"litter","QUFA",15.63333333,4.59,34.02273743,18.1046444,17.2,1383,135,-87.42528368,32.95113896,3.641509228,TRUE,NA,NA,NA,0.171235704,0.24747662,NA,NA,NA,NA,18.78428571,1.632857143,49.90428571,"TALL-6","TALL-1","litterTALL-1","litter1","TNA_MNA","904","830","713","1398","  88"," 961",0.918141592920354,15.8863636363636,"787"," 26",30.2692307692308,"1572"," 475",3.30947368421053
"27","L1398","TALL",8,1,"litter","LITU",45.4,4.61,50.0965458,36.78445904,17.2,1383,135,-87.42435959,32.95207733,4.149905601,FALSE,NA,NA,NA,0.313033966,0.526770783,NA,NA,NA,NA,16.56857143,2.624285714,48.58571429,"TALL-8","TALL-1","litterTALL-1","litter1","TNA_MNA"," 365","1103"," 979"," 879"," 221","1347",3.02191780821918,3.97737556561086,"633"," 68",9.30882352941176,"1655"," 414",3.9975845410628
"28","L1404","TALL",9,1,"litter","QUFA",6.1,4.86,30.30829446,10.92916429,17.2,1383,135,-87.42384626,32.95212175,2.958829349,TRUE,NA,NA,NA,0.213736919,0.382147363,NA,NA,NA,NA,18.78428571,1.632857143,49.90428571,"TALL-9","TALL-1","litterTALL-1","litter1","TNA_MNA"," 571","1340"," 536","1415","  99"," 933",2.34676007005254,14.2929292929293,"1178","  55",21.4181818181818,"1446"," 569",2.54130052724077
"29","L1420","TALL",10,1,"litter","PIPA",6.2,4.7,36.71680771,13.15692053,17.2,1383,135,-87.42346236,32.95240649,3.974801135,TRUE,NA,NA,NA,0.139907764,0.209297299,NA,NA,NA,NA,19.02933333,0.791666667,49.87233333,"TALL-10","TALL-1","litterTALL-1","litter1","TNA_MNA"," 796","1206"," 445","1392"," 167"," 888",1.51507537688442,8.33532934131737,"1211","  26",46.5769230769231,"1460"," 223",6.54708520179372
"30","L145","TREE",31,1,"litter","ACSA",7.833333333,4.63,30.06559352,17.85232312,4.8,797,472,-89.56836344,45.49661216,4.248627292,TRUE,NA,NA,NA,0.222905804,0.429018305,NA,NA,NA,NA,7.483333333,1.446666667,47.01,"TREE-31","TREE-1","litterTREE-1","litter1","TNA_MNA"," 571","1548"," 328","1338","  11","1098",2.71103327495622,121.636363636364,"1018","   0",Inf,"1770"," 237",7.46835443037975
"31","L1461","TALL",19,1,"litter","LITU",7.633333333,5.08,26.63096248,10.46633757,17.2,1383,135,-87.41792308,32.9533346,2.962300603,FALSE,NA,NA,NA,0.405186596,0.497615216,NA,NA,NA,NA,16.56857143,2.624285714,48.58571429,"TALL-19","TALL-1","litterTALL-1","litter1","TNA_MNA"," 627","1441"," 379","1169","  20","1258",2.29824561403509,58.45,"978","  6",163,"1646"," 219",7.51598173515982
"32","L1478","TALL",23,1,"litter","PIPA",8.633333333,5.27,35.11421639,15.47117654,17.2,1383,135,-87.42012092,32.95712466,3.492555919,TRUE,NA,NA,NA,0.151524002,0.168350503,NA,NA,NA,NA,19.02933333,0.791666667,49.87233333,"TALL-23","TALL-1","litterTALL-1","litter1","TNA_MNA"," 783","1248"," 416","1370","  89"," 988",1.59386973180077,15.3932584269663,"1212","  52",23.3076923076923,"1511"," 223",6.77578475336323
"33","L1499","TALL",27,1,"litter","LITU",32.16666667,5.14,30.67159526,19.36135701,17.2,1383,135,-87.42286464,32.95556031,2.565089985,FALSE,NA,NA,NA,0.319713945,NA,NA,NA,NA,NA,16.56857143,2.624285714,48.58571429,"TALL-27","TALL-1","litterTALL-1","litter1","TNA_MNA","767","911","769"," 971"," 473","1003",1.1877444589309,2.05285412262156,"827","318",2.60062893081761,"1448"," 573",2.52705061082024
"34","L1501","TALL",28,1,"litter","QUFA",4.833333333,5.17,30.63856441,10.59259259,17.2,1383,135,-87.42399061,32.95577425,3.21755263,TRUE,NA,NA,NA,0.158931288,0.230545544,NA,NA,NA,NA,18.78428571,1.632857143,49.90428571,"TALL-28","TALL-1","litterTALL-1","litter1","TNA_MNA","797","968","682","1138"," 100","1209",1.21455457967378,11.38,"907"," 22",41.2272727272727,"1577"," 363",4.34435261707989
"35","L1527","TALL",29,1,"litter","PIPA",1.533333333,4.93,29.88161451,5.913222753,17.2,1383,135,-87.42520814,32.95596504,3.359547489,TRUE,NA,NA,NA,0.176916149,0.187487178,NA,NA,NA,NA,19.02933333,0.791666667,49.87233333,"TALL-29","TALL-1","litterTALL-1","litter1","TNA_MNA"," 702","1487"," 258","1572"," 125"," 750",2.11823361823362,12.576,"1477","   9",164.111111111111,"1485"," 143",10.3846153846154
"36","L1542","TALL",31,1,"litter","LITU",17.33333333,5.01,32.8199045,19.78358106,17.2,1383,135,-87.428125,32.95434611,4.241297809,FALSE,NA,NA,NA,0.494732324,NA,NA,NA,NA,NA,16.56857143,2.624285714,48.58571429,"TALL-31","TALL-1","litterTALL-1","litter1","TNA_MNA"," 475","1264"," 708","1285"," 224"," 938",2.66105263157895,5.73660714285714,"1043","  71",14.6901408450704,"1359"," 381",3.56692913385827
"37","L1549","TALL",32,1,"litter","QUFA",5.966666667,4.99,27.72843643,15.10989011,17.2,1383,135,-87.42940032,32.95434923,3.389732817,TRUE,NA,NA,NA,0.202868641,0.33617806,NA,NA,NA,NA,18.78428571,1.632857143,49.90428571,"TALL-32","TALL-1","litterTALL-1","litter1","TNA_MNA"," 721","1144"," 582","1295"," 102","1050",1.58668515950069,12.6960784313725,"1025","  17",60.2941176470588,"1410"," 410",3.4390243902439
"38","L1574","LENO",1,1,"litter","QUPA",29.76666667,5.79,40.13131548,27.57374719,18.1,1386,20,-88.15943722,31.856724,4.416179303,TRUE,NA,NA,NA,0.293757303,0.594073292,NA,NA,NA,NA,25.01333333,1.983333333,49.53,"LENO-1","LENO-1","litterLENO-1","litter1","TNA_MNA"," 662","1117"," 668","1398"," 177"," 872",1.68731117824773,7.89830508474576,"1001","  49",20.4285714285714,"1531"," 534",2.86704119850187
"39","L159","TREE",34,1,"litter","TSCA",4.966666667,5.03,32.84957637,15.7744852,4.8,797,472,-89.56869973,45.49797132,13.11988052,FALSE,NA,NA,NA,0.127418024,0.303112128,NA,NA,NA,NA,7.45,0.99,49.44,"TREE-34","TREE-1","litterTREE-1","litter1","TNA_MNA"," 384","1686"," 377","1484","  30"," 933",4.390625,49.4666666666667,"1325","  28",47.3214285714286,"1824"," 226",8.07079646017699
"40","L1593","LENO",2,1,"litter","LIST",19.2,5.5,39.28732117,23.10139553,18.1,1386,20,-88.15969647,31.85706352,3.782056192,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.93166667,2.361666667,49.36,"LENO-2","LENO-1","litterLENO-1","litter1","TNA_MNA","904","721","822"," 826"," 425","1196",0.797566371681416,1.94352941176471,"548","260",2.10769230769231,"1771"," 362",4.89226519337017
"41","L1599","LENO",4,1,"litter","PITA",24.66666667,5.73,45.99835363,27.95005359,18.1,1386,20,-88.16049811,31.85741235,6.073012493,TRUE,NA,NA,NA,0.304989572,0.562971368,NA,NA,NA,NA,NA,NA,NA,"LENO-4","LENO-1","litterLENO-1","litter1","TNA_MNA"," 666","1228"," 553","1270"," 122","1055",1.84384384384384,10.4098360655738,"1097","  89",12.3258426966292,"1368"," 316",4.32911392405063
"42","L1632","LENO",8,1,"litter","QUPA",23.83333333,5.81,36.10735931,23.9842933,18.1,1386,20,-88.16183775,31.85754549,4.802329901,TRUE,NA,NA,NA,0.492640484,0.745752629,NA,NA,NA,NA,25.01333333,1.983333333,49.53,"LENO-8","LENO-1","litterLENO-1","litter1","TNA_MNA"," 669","1211"," 567","1188"," 110","1149",1.8101644245142,10.8,"949"," 17",55.8235294117647,"1510"," 333",4.53453453453453
"43","L1651","LENO",12,1,"litter","LIST",49.7,4.87,53.24454142,48.08277783,18.1,1386,20,-88.16339808,31.85779946,5.467130932,FALSE,NA,NA,NA,0.339110636,0.504966554,NA,NA,NA,NA,18.93166667,2.361666667,49.36,"LENO-12","LENO-1","litterLENO-1","litter1","TNA_MNA","1639"," 601"," 207","1089"," 874"," 484",0.366687004270897,1.24599542334096,"565","834",0.677458033573141,"1512"," 753",2.00796812749004
"44","L1668","LENO",15,1,"litter","PITA",29.93333333,5.55,45.33176208,27.17078109,18.1,1386,20,-88.16278678,31.85683978,5.844078519,TRUE,NA,NA,NA,0.318448028,0.542583044,NA,NA,NA,NA,NA,NA,NA,"LENO-15","LENO-1","litterLENO-1","litter1","TNA_MNA"," 519","1135"," 793","1015"," 304","1128",2.1868978805395,3.33881578947368,"799"," 91",8.78021978021978,"1707"," 418",4.08373205741627
"45","L167","BART",21,1,"litter","ACRU",18.06666667,4.23,68.2780601,54.40921026,6.2,1325,232,-71.29099025,44.06018075,11.45308735,TRUE,NA,NA,NA,0.37789687,0.481094081,NA,NA,NA,NA,9.982,1.458,52.232,"BART-21","BART-1","litterBART-1","litter1","TNA_MNA"," 743","1289"," 415","1192","  50","1205",1.73485868102288,23.84,"1051","  48",21.8958333333333,"1808"," 256",7.0625
"46","L1698","LENO",18,1,"litter","QUPA",28.1,5.55,43.59904397,26.32672634,18.1,1386,20,-88.16182176,31.85636618,4.339403808,TRUE,NA,NA,NA,0.410456051,0.7251138,NA,NA,NA,NA,25.01333333,1.983333333,49.53,"LENO-18","LENO-1","litterLENO-1","litter1","TNA_MNA"," 500","1209"," 738","1136"," 194","1117",2.418,5.85567010309278,"883"," 54",16.3518518518519,"1577"," 457",3.4507658643326
"47","L1702","LENO",19,1,"litter","LIST",23.5,5.81,33.2514003,23.51864607,18.1,1386,20,-88.16136733,31.85631101,4.448893036,FALSE,NA,NA,NA,0.366250928,0.596051846,NA,NA,NA,NA,18.93166667,2.361666667,49.36,"LENO-19","LENO-1","litterLENO-1","litter1","TNA_MNA"," 431","1047"," 969"," 865"," 114","1468",2.4292343387471,7.58771929824561,"676"," 46",14.695652173913,"1780"," 352",5.05681818181818
"48","L1709","LENO",21,1,"litter","PITA",19.93333333,5.87,41.47845465,24.6188527,18.1,1386,20,-88.16106654,31.85721622,5.208393805,TRUE,NA,NA,NA,0.318051132,0.46716927,NA,NA,NA,NA,NA,NA,NA,"LENO-21","LENO-1","litterLENO-1","litter1","TNA_MNA"," 446","1562"," 439","1371","  79"," 997",3.50224215246637,17.3544303797468,"1127","  52",21.6730769230769,"1704"," 328",5.19512195121951
"49","L1763","LENO",31,1,"litter","QUPA",39.63333333,5.92,41.13066981,34.46846645,18.1,1386,20,-88.1626558,31.85359156,5.59182532,TRUE,NA,NA,NA,0.269241312,0.477332529,NA,NA,NA,NA,25.01333333,1.983333333,49.53,"LENO-31","LENO-1","litterLENO-1","litter1","TNA_MNA","920","892","635","1119"," 224","1104",0.969565217391304,4.99553571428571,"633","173",3.65895953757225,"1657"," 383",4.32637075718016
"50","L1779","LENO",34,1,"litter","LIST",30.56666667,6.09,40.13954042,28.09437457,18.1,1386,20,-88.16094045,31.85343555,4.976106922,FALSE,NA,NA,NA,0.39836035,0.447637878,NA,NA,NA,NA,18.93166667,2.361666667,49.36,"LENO-34","LENO-1","litterLENO-1","litter1","TNA_MNA"," 500","1256"," 691","1119"," 224","1104",2.512,4.99553571428571,"817"," 66",12.3787878787879,"1707"," 408",4.18382352941176
"51","L177a","BART",23,1,"litter","ACRU",25.86666667,4.27,73.65354844,59.05432111,6.2,1325,232,-71.28881863,44.06131816,12.51073677,TRUE,NA,NA,NA,0.375905547,0.585910571,36.93401607,46.28329806,23.39926766,31.8933139,9.982,1.458,52.232,"BART-23","BART-1","litterBART-1","litter1","TNA_MNA"," 698","1462"," 287","1215","  22","1210",2.0945558739255,55.2272727272727,"1057","  30",35.2333333333333,"1783"," 263",6.77946768060836
"52","L1793","LENO",36,1,"litter","PITA",16.23333333,5.97,40.16199731,25.34191314,18.1,1386,20,-88.16040581,31.85472583,5.179460962,TRUE,NA,NA,NA,0.320253934,0.631110648,NA,NA,NA,NA,NA,NA,NA,"LENO-36","LENO-1","litterLENO-1","litter1","TNA_MNA"," 587","1125"," 735","1134"," 150","1163",1.91652470187394,7.56,"904"," 56",16.1428571428571,"1436"," 385",3.72987012987013
"53","L198","BART",26,1,"litter","TSCA",32.33333333,5.18,53.10984826,65.55140671,6.2,1325,232,-71.288679,44.06210313,14.59698541,FALSE,NA,NA,NA,0.204984462,0.45629337,45.71369802,47.06791316,NA,32.06237617,10.906,0.963,52.26,"BART-26","BART-1","litterBART-1","litter1","TNA_MNA"," 495","1796"," 156","1791","  23"," 633",3.62828282828283,77.8695652173913,"1387","  25",55.48,"1772"," 314",5.64331210191083
"54","L1a","BART",1,1,"litter","ACRU",22,4.54,64.42198163,48.28384843,6.2,1325,232,-71.29020112,44.06426246,10.36437684,FALSE,NA,NA,NA,0.243586194,0.356432545,NA,NA,NA,NA,9.982,1.458,52.232,"BART-1","BART-1","litterBART-1","litter1","TNA_MNA"," 871","1031"," 545","1013"," 204","1230",1.18369690011481,4.9656862745098,"807","157",5.14012738853503,"1803"," 491",3.67209775967413
"55","L206a","BART",29,1,"litter","ACRU",30.4,4.19,61.86881545,39.51808374,6.2,1325,232,-71.29255122,44.06373653,9.210512947,FALSE,NA,NA,NA,0.428805088,0.519029588,NA,NA,NA,NA,9.982,1.458,52.232,"BART-29","BART-1","litterBART-1","litter1","TNA_MNA"," 418","1469"," 560","1200","  93","1154",3.51435406698565,12.9032258064516,"1031","  33",31.2424242424242,"1675"," 417",4.01678657074341
"56","L215","BART",32,1,"litter","TSCA",6.2,4.29,57.14332034,37.63694844,6.2,1325,232,-71.2930826,44.06265866,15.44444919,FALSE,NA,NA,NA,0.143938113,0.326111158,NA,NA,NA,NA,10.906,0.963,52.26,"BART-32","BART-1","litterBART-1","litter1","TNA_MNA"," 496","1738"," 213","1587","  23"," 837",3.50403225806452,69,"1356","   8",169.5,"1740"," 212",8.20754716981132
"57","L28a","BART",3,1,"litter","ACRU",28.8,4.11,78.36983404,67.40843535,6.2,1325,232,-71.28882458,44.06392923,17.17325542,TRUE,NA,NA,NA,0.398469456,0.525804478,NA,NA,NA,NA,9.982,1.458,52.232,"BART-3","BART-1","litterBART-1","litter1","TNA_MNA"," 543","1648"," 256","1424","  32"," 991",3.03499079189687,44.5,"1135","  31",36.6129032258064,"1723"," 359",4.79944289693593
"58","L344","TREE",3,1,"litter","TSCA",30.56666667,4.06,74.96148141,54.90203959,4.8,797,472,-89.58358107,45.49406587,14.81082081,FALSE,NA,NA,NA,0.109910856,NA,NA,NA,NA,NA,7.45,0.99,49.44,"TREE-3","TREE-1","litterTREE-1","litter1","TNA_MNA"," 406","1805"," 236","1670","  16"," 761",4.44581280788177,104.375,"1291","  21",61.4761904761905,"1689"," 304",5.55592105263158
"59","L360","TREE",4,1,"litter","ACSA",26.4,4.5,46.38449472,32.52446265,4.8,797,472,-89.58383469,45.4934156,5.128411423,TRUE,NA,NA,NA,0.134389644,0.431305749,NA,NA,NA,NA,7.483333333,1.446666667,47.01,"TREE-4","TREE-1","litterTREE-1","litter1","TNA_MNA"," 744","1482"," 221","1371","  13","1063",1.99193548387097,105.461538461538,"1069","   3",356.333333333333,"1752"," 202",8.67326732673267
"60","L374","TREE",8,1,"litter","TSCA",60,4.02,86.00904115,79.38597422,4.8,797,472,-89.58451929,45.4932195,22.29597302,FALSE,NA,NA,NA,0.216458752,0.370455179,NA,NA,NA,NA,7.45,0.99,49.44,"TREE-8","TREE-1","litterTREE-1","litter1","TNA_MNA"," 357","1748"," 342","1527","  30"," 890",4.89635854341737,50.9,"1299","  64",20.296875,"1708"," 303",5.63696369636964
