,H2OSOI,SOILLIQ,SOILICE,TSOI,W_SCALAR,PCT_CLAY,AGNPP,PRECIP,RAIN,SNOW,TBOT,GPP,AR,NPP,LITFALL
133,0.39212152,7.8424306,0.0,12.956848,0.7559586,11.8,10.284219,0.0,0.0,0.0,9.215118,1.1266465,0.37775576,0.74889076,0.96821916
134,0.39694846,7.937812,0.0010614492,12.335205,0.7601283,11.8,12.07284,4.50675,3.679199,0.8275511,9.616791,1.5816725,0.47710693,1.1045656,0.9727719
135,0.38697547,7.7395096,0.0,13.703766,0.74845266,11.8,15.524526,1.6269999,1.6269999,0.0,12.564301,2.2115889,0.6248355,1.5867534,0.97088045
136,0.38350967,7.670193,0.0,15.320526,0.7447002,11.8,14.914913,2.45425,2.45425,0.0,13.406036,2.3693535,0.8146661,1.5546875,0.9730493
137,0.39262295,7.852459,0.0,14.840363,0.75485575,11.8,14.305368,2.101,2.101,0.0,12.577057,3.00391,0.95790935,2.0460007,0.96988535
138,0.3796301,7.592602,0.0,15.824127,0.7379644,11.8,13.695891,0.50049996,0.50049996,0.0,13.542725,3.5926738,1.0412376,2.5514362,0.9748401
139,0.36811322,7.362264,0.0,15.983704,0.7223244,11.8,13.08646,2.62825,2.62825,0.0,14.20755,3.678412,1.1315688,2.546843,0.9757392
140,0.39754897,7.950979,0.0,17.632507,0.75802445,11.8,12.477124,6.7580004,6.7580004,0.0,15.468079,4.366892,1.2408335,3.1260583,0.9750266
141,0.37534618,7.5069237,0.0,17.47049,0.73008096,11.8,14.255107,0.12525001,0.12525001,0.0,15.466034,4.2828717,1.3198626,2.963009,0.9747484
142,0.36201265,7.240253,0.0,17.268585,0.7125322,11.8,17.148016,0.50075,0.50075,0.0,16.447021,4.9944305,1.5537949,3.4406357,0.97180545
143,0.35965857,7.193171,0.0,18.318207,0.7096781,11.8,16.336044,0.87149996,0.87149996,0.0,17.81009,5.3711896,1.71044,3.6607494,0.9797371
144,0.35767955,7.153591,0.0,16.699646,0.7051723,11.8,15.524122,1.50225,1.50225,0.0,14.809998,5.431195,1.5823249,3.8488698,0.98749185
145,0.34443706,6.8887415,0.0,16.715118,0.6865659,11.8,14.712278,0.2455,0.2455,0.0,15.661926,5.760806,1.6666079,4.094198,0.99047095
146,0.3476584,6.953168,0.0,19.156921,0.6883654,11.8,13.900501,3.365,3.365,0.0,18.294159,6.0599823,2.0427408,4.0172415,0.99234736
147,0.34070742,6.8141484,0.0,18.725677,0.68076694,11.8,13.088897,0.0,0.0,0.0,17.111938,6.6978707,2.140114,4.5577564,0.98442364
148,0.33681995,6.7363987,0.0,14.833405,0.6719532,11.8,12.27737,5.1309996,5.1309996,0.0,13.117554,5.7508917,1.8557041,3.8951876,0.9891216
149,0.34494972,6.8989944,0.0,15.767273,0.6799446,11.8,11.465971,0.99675,0.99675,0.0,14.255554,6.316887,2.0071368,4.30975,0.9859212
150,0.3327732,6.655464,0.0,16.40158,0.66451746,11.8,10.654676,1.964,1.964,0.0,15.303925,6.563577,2.1602778,4.4032993,0.98657036
